,index,data_level,public_or_independent,district_number,district_name,school_number,school_name,sub_population,fsa_skill_code,grade,number_expected_writers,number_writers,score,year_start,year_end
2049,287775,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868036.0,Fairview Elementary,FEMALE,Reading,7,20,15,462.3333,2017,2018
2050,287776,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868036.0,Fairview Elementary,MALE,Reading,7,18,13,416.2308,2017,2018
2051,287777,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868036.0,Fairview Elementary,ABORIGINAL,Reading,7,15,12,445.3333,2017,2018
2052,287778,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868036.0,Fairview Elementary,NON ABORIGINAL,Reading,7,23,16,437.625,2017,2018
2053,287779,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868036.0,Fairview Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,34,28,440.9286,2017,2018
2054,287795,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868041.0,Georgia Avenue Elementary,ALL STUDENTS,Reading,7,52,36,431.3889,2017,2018
2055,287796,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868041.0,Georgia Avenue Elementary,FEMALE,Reading,7,31,21,446.9048,2017,2018
2056,287797,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868041.0,Georgia Avenue Elementary,MALE,Reading,7,21,15,409.6667,2017,2018
2057,287798,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868041.0,Georgia Avenue Elementary,ABORIGINAL,Reading,7,20,11,373.4545,2017,2018
2058,287799,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868041.0,Georgia Avenue Elementary,NON ABORIGINAL,Reading,7,32,25,456.88,2017,2018
2059,287800,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868041.0,Georgia Avenue Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,51,35,433.3714,2017,2018
2060,287806,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868048.0,Ladysmith Intermediate,ALL STUDENTS,Reading,7,72,14,410.9286,2017,2018
2061,287807,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868048.0,Ladysmith Intermediate,FEMALE,Reading,7,30,3,451.0,2017,2018
2062,287808,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868048.0,Ladysmith Intermediate,MALE,Reading,7,42,11,400.0,2017,2018
2063,287809,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868048.0,Ladysmith Intermediate,ABORIGINAL,Reading,7,14,3,415.3333,2017,2018
2064,287810,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868048.0,Ladysmith Intermediate,NON ABORIGINAL,Reading,7,58,11,409.7273,2017,2018
2065,287811,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868048.0,Ladysmith Intermediate,NON ENGLISH LANGUAGE LEARNER,Reading,7,68,13,415.3077,2017,2018
2066,287812,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868052.0,Mountain View Elementary,ALL STUDENTS,Reading,7,42,18,510.6111,2017,2018
2067,287813,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868052.0,Mountain View Elementary,FEMALE,Reading,7,23,8,527.5,2017,2018
2068,287814,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868052.0,Mountain View Elementary,MALE,Reading,7,19,10,497.1,2017,2018
2069,287815,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868052.0,Mountain View Elementary,NON ABORIGINAL,Reading,7,36,16,512.25,2017,2018
2070,287816,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868052.0,Mountain View Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,41,17,504.7647,2017,2018
2071,287827,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868061.0,Park Avenue Elementary,ALL STUDENTS,Reading,7,38,35,426.8857,2017,2018
2072,287828,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868061.0,Park Avenue Elementary,FEMALE,Reading,7,13,13,453.6154,2017,2018
2073,287829,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868061.0,Park Avenue Elementary,MALE,Reading,7,25,22,411.0909,2017,2018
2074,287830,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868061.0,Park Avenue Elementary,ABORIGINAL,Reading,7,10,8,451.125,2017,2018
2075,287831,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868061.0,Park Avenue Elementary,NON ABORIGINAL,Reading,7,28,27,419.7037,2017,2018
2076,287832,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868061.0,Park Avenue Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,36,33,424.697,2017,2018
2077,287874,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868323.0,Cinnabar Valley Elementary,ALL STUDENTS,Reading,7,21,16,348.125,2017,2018
2078,287875,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868323.0,Cinnabar Valley Elementary,MALE,Reading,7,15,10,353.9,2017,2018
2079,287876,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868323.0,Cinnabar Valley Elementary,NON ABORIGINAL,Reading,7,18,13,355.3846,2017,2018
2080,287877,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868323.0,Cinnabar Valley Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,20,15,358.0,2017,2018
2081,287925,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070006.0,Alberni Elementary,ALL STUDENTS,Reading,7,52,50,485.76,2017,2018
2082,287926,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070006.0,Alberni Elementary,FEMALE,Reading,7,23,22,484.0455,2017,2018
2083,287927,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070006.0,Alberni Elementary,MALE,Reading,7,29,28,487.1071,2017,2018
2084,287928,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070006.0,Alberni Elementary,ABORIGINAL,Reading,7,10,10,499.2,2017,2018
2085,287929,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070006.0,Alberni Elementary,NON ABORIGINAL,Reading,7,42,40,482.4,2017,2018
2086,287930,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070006.0,Alberni Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,49,47,488.9787,2017,2018
2087,287936,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070020.0,Maquinna Elementary,ALL STUDENTS,Reading,7,32,31,475.2903,2017,2018
2088,287937,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070020.0,Maquinna Elementary,FEMALE,Reading,7,19,19,485.1053,2017,2018
2089,287938,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070020.0,Maquinna Elementary,MALE,Reading,7,13,12,459.75,2017,2018
2090,287939,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070020.0,Maquinna Elementary,NON ABORIGINAL,Reading,7,27,27,493.1852,2017,2018
2091,287940,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070020.0,Maquinna Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,32,31,475.2903,2017,2018
2092,287941,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070024.0,Wickaninnish Community School,ALL STUDENTS,Reading,7,23,22,478.2273,2017,2018
2093,287942,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070024.0,Wickaninnish Community School,FEMALE,Reading,7,15,14,472.5,2017,2018
2094,287943,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070024.0,Wickaninnish Community School,ABORIGINAL,Reading,7,13,12,451.0,2017,2018
2095,287944,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070024.0,Wickaninnish Community School,NON ABORIGINAL,Reading,7,10,10,510.9,2017,2018
2096,287945,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070024.0,Wickaninnish Community School,NON ENGLISH LANGUAGE LEARNER,Reading,7,20,19,485.8947,2017,2018
2097,287950,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070026.0,Ucluelet Elementary,ALL STUDENTS,Reading,7,19,19,443.2105,2017,2018
2098,287951,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070026.0,Ucluelet Elementary,FEMALE,Reading,7,10,10,429.3,2017,2018
2099,287952,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070026.0,Ucluelet Elementary,NON ABORIGINAL,Reading,7,12,12,431.5833,2017,2018
2100,287953,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070026.0,Ucluelet Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,19,19,443.2105,2017,2018
2101,287954,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070028.0,A W Neill Elementary,ALL STUDENTS,Reading,7,48,47,426.1915,2017,2018
2102,287955,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070028.0,A W Neill Elementary,FEMALE,Reading,7,28,27,426.0,2017,2018
2103,287956,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070028.0,A W Neill Elementary,MALE,Reading,7,20,20,426.45,2017,2018
2104,287957,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070028.0,A W Neill Elementary,NON ABORIGINAL,Reading,7,41,40,429.925,2017,2018
2105,287958,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070028.0,A W Neill Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,47,46,429.1957,2017,2018
2106,287959,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070029.0,Eric J Dunn Elementary,ALL STUDENTS,Reading,7,29,26,439.0385,2017,2018
2107,287960,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070029.0,Eric J Dunn Elementary,FEMALE,Reading,7,16,16,459.75,2017,2018
2108,287961,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070029.0,Eric J Dunn Elementary,MALE,Reading,7,13,10,405.9,2017,2018
2109,287962,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070029.0,Eric J Dunn Elementary,ABORIGINAL,Reading,7,19,18,410.2778,2017,2018
2110,287963,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070029.0,Eric J Dunn Elementary,NON ABORIGINAL,Reading,7,10,8,503.75,2017,2018
2111,287964,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070029.0,Eric J Dunn Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,28,25,439.84,2017,2018
2112,287987,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171071.0,Ecole Puntledge Park Elementary,ALL STUDENTS,Reading,7,52,34,522.3529,2017,2018
2113,287988,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171071.0,Ecole Puntledge Park Elementary,FEMALE,Reading,7,32,20,523.2,2017,2018
2114,287989,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171071.0,Ecole Puntledge Park Elementary,MALE,Reading,7,20,14,521.1429,2017,2018
2115,287990,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171071.0,Ecole Puntledge Park Elementary,NON ABORIGINAL,Reading,7,47,32,524.3125,2017,2018
2116,287991,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171071.0,Ecole Puntledge Park Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,52,34,522.3529,2017,2018
2117,288013,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171155.0,Aspen Park Elementary,ALL STUDENTS,Reading,7,60,54,484.6852,2017,2018
2118,288014,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171155.0,Aspen Park Elementary,FEMALE,Reading,7,20,19,490.5789,2017,2018
2119,288015,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171155.0,Aspen Park Elementary,MALE,Reading,7,40,35,481.4857,2017,2018
2120,288016,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171155.0,Aspen Park Elementary,ABORIGINAL,Reading,7,12,9,463.2222,2017,2018
2121,288017,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171155.0,Aspen Park Elementary,NON ABORIGINAL,Reading,7,48,45,488.9778,2017,2018
2122,288018,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171155.0,Aspen Park Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,60,54,484.6852,2017,2018
2123,288048,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324004.0,Haldane Elementary,ALL STUDENTS,Reading,7,30,28,453.2857,2017,2018
2124,288049,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324004.0,Haldane Elementary,FEMALE,Reading,7,13,11,486.2727,2017,2018
2125,288050,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324004.0,Haldane Elementary,MALE,Reading,7,17,17,431.9412,2017,2018
2126,288051,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324004.0,Haldane Elementary,ABORIGINAL,Reading,7,12,10,453.5,2017,2018
2127,288052,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324004.0,Haldane Elementary,NON ABORIGINAL,Reading,7,18,18,453.1667,2017,2018
2128,288053,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324004.0,Haldane Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,30,28,453.2857,2017,2018
2129,288064,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324014.0,Kamloops School of the Arts,ALL STUDENTS,Reading,7,41,40,491.175,2017,2018
2130,288065,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324014.0,Kamloops School of the Arts,FEMALE,Reading,7,28,27,510.0741,2017,2018
2131,288066,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324014.0,Kamloops School of the Arts,MALE,Reading,7,13,13,451.9231,2017,2018
2132,288067,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324014.0,Kamloops School of the Arts,NON ABORIGINAL,Reading,7,32,31,503.3871,2017,2018
2133,288068,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324014.0,Kamloops School of the Arts,NON ENGLISH LANGUAGE LEARNER,Reading,7,41,40,491.175,2017,2018
2134,288089,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324058.0,David Thompson Elementary,ALL STUDENTS,Reading,7,46,40,417.1,2017,2018
2135,288090,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324058.0,David Thompson Elementary,FEMALE,Reading,7,28,25,420.08,2017,2018
2136,288091,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324058.0,David Thompson Elementary,MALE,Reading,7,18,15,412.1333,2017,2018
2137,288092,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324058.0,David Thompson Elementary,NON ABORIGINAL,Reading,7,37,31,435.2581,2017,2018
2138,288093,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324058.0,David Thompson Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,46,40,417.1,2017,2018
2139,288104,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324068.0,Summit Elementary,ALL STUDENTS,Reading,7,36,35,478.4857,2017,2018
2140,288105,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324068.0,Summit Elementary,FEMALE,Reading,7,13,13,474.3077,2017,2018
2141,288106,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324068.0,Summit Elementary,MALE,Reading,7,23,22,480.9545,2017,2018
2142,288107,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324068.0,Summit Elementary,NON ABORIGINAL,Reading,7,30,29,489.3793,2017,2018
2143,288108,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324068.0,Summit Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,35,35,478.4857,2017,2018
2144,288120,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324077.0,Juniper Ridge Elementary,ALL STUDENTS,Reading,7,54,54,488.9259,2017,2018
2145,288121,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324077.0,Juniper Ridge Elementary,FEMALE,Reading,7,24,24,499.2083,2017,2018
2146,288122,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324077.0,Juniper Ridge Elementary,MALE,Reading,7,30,30,480.7,2017,2018
2147,288123,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324077.0,Juniper Ridge Elementary,NON ABORIGINAL,Reading,7,51,51,488.9412,2017,2018
2148,288124,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324077.0,Juniper Ridge Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,53,53,490.1132,2017,2018
2149,288125,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324078.0,McGowan Park Elementary,ALL STUDENTS,Reading,7,45,44,507.3864,2017,2018
2150,288126,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324078.0,McGowan Park Elementary,FEMALE,Reading,7,20,19,516.0,2017,2018
2151,288127,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324078.0,McGowan Park Elementary,MALE,Reading,7,25,25,500.84,2017,2018
2152,288128,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324078.0,McGowan Park Elementary,NON ABORIGINAL,Reading,7,45,44,507.3864,2017,2018
2153,288129,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324078.0,McGowan Park Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,44,43,509.9302,2017,2018
2154,288227,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7965023.0,Khowhemun Elementary,ALL STUDENTS,Reading,7,31,11,409.4545,2017,2018
2155,288228,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7965023.0,Khowhemun Elementary,FEMALE,Reading,7,14,3,461.6667,2017,2018
2156,288229,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7965023.0,Khowhemun Elementary,MALE,Reading,7,17,8,389.875,2017,2018
2157,288230,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7965023.0,Khowhemun Elementary,ABORIGINAL,Reading,7,22,8,403.125,2017,2018
2158,288231,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7965023.0,Khowhemun Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,30,10,408.2,2017,2018
2159,288253,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7979041.0,Chemainus Elementary Community School,ALL STUDENTS,Reading,7,32,14,462.0714,2017,2018
2160,288254,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7979041.0,Chemainus Elementary Community School,FEMALE,Reading,7,15,8,465.125,2017,2018
2161,288255,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7979041.0,Chemainus Elementary Community School,MALE,Reading,7,17,6,458.0,2017,2018
2162,288256,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7979041.0,Chemainus Elementary Community School,NON ABORIGINAL,Reading,7,24,10,456.5,2017,2018
2163,288257,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7979041.0,Chemainus Elementary Community School,NON ENGLISH LANGUAGE LEARNER,Reading,7,32,14,462.0714,2017,2018
2164,288269,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7979045.0,George Bonner Elementary,ALL STUDENTS,Reading,7,58,26,494.2692,2017,2018
2165,288270,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7979045.0,George Bonner Elementary,FEMALE,Reading,7,19,11,479.0,2017,2018
2166,288271,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7979045.0,George Bonner Elementary,MALE,Reading,7,39,15,505.4667,2017,2018
2167,288272,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7979045.0,George Bonner Elementary,NON ABORIGINAL,Reading,7,55,26,494.2692,2017,2018
2168,288273,SCHOOL LEVEL,BC Public School,79.0,Cowichan Valley,7979045.0,George Bonner Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,57,26,494.2692,2017,2018
2169,288352,SCHOOL LEVEL,BC Public School,85.0,Vancouver Island North,8585023.0,Eagle View Elementary,ALL STUDENTS,Reading,7,33,32,477.125,2017,2018
2170,288353,SCHOOL LEVEL,BC Public School,85.0,Vancouver Island North,8585023.0,Eagle View Elementary,FEMALE,Reading,7,15,14,513.2143,2017,2018
2171,288354,SCHOOL LEVEL,BC Public School,85.0,Vancouver Island North,8585023.0,Eagle View Elementary,MALE,Reading,7,18,18,449.0556,2017,2018
2172,288355,SCHOOL LEVEL,BC Public School,85.0,Vancouver Island North,8585023.0,Eagle View Elementary,ABORIGINAL,Reading,7,13,13,419.5385,2017,2018
2173,288356,SCHOOL LEVEL,BC Public School,85.0,Vancouver Island North,8585023.0,Eagle View Elementary,NON ABORIGINAL,Reading,7,20,19,516.5263,2017,2018
2174,288357,SCHOOL LEVEL,BC Public School,85.0,Vancouver Island North,8585023.0,Eagle View Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,28,27,492.5556,2017,2018
2175,288366,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9155017.0,William Konkin Elementary,ALL STUDENTS,Reading,7,27,19,448.7895,2017,2018
2176,288367,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9155017.0,William Konkin Elementary,FEMALE,Reading,7,12,12,461.5833,2017,2018
2177,288368,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9155017.0,William Konkin Elementary,MALE,Reading,7,15,7,426.8571,2017,2018
2178,288369,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9155017.0,William Konkin Elementary,ABORIGINAL,Reading,7,14,8,400.875,2017,2018
2179,288370,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9155017.0,William Konkin Elementary,NON ABORIGINAL,Reading,7,13,11,483.6364,2017,2018
2180,288371,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9155017.0,William Konkin Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,27,19,448.7895,2017,2018
2181,288372,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9156002.0,Fraser Lake Elem-Secondary,ALL STUDENTS,Reading,7,34,31,441.0645,2017,2018
2182,288373,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9156002.0,Fraser Lake Elem-Secondary,FEMALE,Reading,7,21,20,450.4,2017,2018
2183,288374,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9156002.0,Fraser Lake Elem-Secondary,MALE,Reading,7,13,11,424.0909,2017,2018
2184,288375,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9156002.0,Fraser Lake Elem-Secondary,ABORIGINAL,Reading,7,15,15,381.1333,2017,2018
2185,288376,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9156002.0,Fraser Lake Elem-Secondary,NON ABORIGINAL,Reading,7,19,16,497.25,2017,2018
2186,288377,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9156002.0,Fraser Lake Elem-Secondary,NON ENGLISH LANGUAGE LEARNER,Reading,7,34,31,441.0645,2017,2018
2187,288378,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9156015.0,David Hoy Elementary,ALL STUDENTS,Reading,7,35,23,433.9565,2017,2018
2188,288379,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9156015.0,David Hoy Elementary,FEMALE,Reading,7,20,12,426.25,2017,2018
2189,288380,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9156015.0,David Hoy Elementary,MALE,Reading,7,15,11,442.3636,2017,2018
2190,288381,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9156015.0,David Hoy Elementary,ABORIGINAL,Reading,7,20,12,386.0833,2017,2018
2191,288382,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9156015.0,David Hoy Elementary,NON ABORIGINAL,Reading,7,15,11,486.1818,2017,2018
2192,288383,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9156015.0,David Hoy Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,35,23,433.9565,2017,2018
2193,288384,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9191022.0,Decker Lake Elementary,ALL STUDENTS,Reading,7,24,24,421.9167,2017,2018
2194,288385,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9191022.0,Decker Lake Elementary,FEMALE,Reading,7,18,18,431.3889,2017,2018
2195,288386,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9191022.0,Decker Lake Elementary,NON ABORIGINAL,Reading,7,15,15,457.9333,2017,2018
2196,288387,SCHOOL LEVEL,BC Public School,91.0,Nechako Lakes,9191022.0,Decker Lake Elementary,NON ENGLISH LANGUAGE LEARNER,Reading,7,23,23,425.7826,2017,2018
2197,288854,SCHOOL LEVEL,BC Independent School,,Selfdesign Learning Foundation (IATHNBR:226),3996721.0,SelfDesign Learning Community (DL),ALL STUDENTS,Reading,7,140,109,538.367,2017,2018
2198,288855,SCHOOL LEVEL,BC Independent School,,Selfdesign Learning Foundation (IATHNBR:226),3996721.0,SelfDesign Learning Community (DL),FEMALE,Reading,7,64,53,546.5283,2017,2018
2199,288856,SCHOOL LEVEL,BC Independent School,,Selfdesign Learning Foundation (IATHNBR:226),3996721.0,SelfDesign Learning Community (DL),MALE,Reading,7,76,56,530.6429,2017,2018
2200,288857,SCHOOL LEVEL,BC Independent School,,Selfdesign Learning Foundation (IATHNBR:226),3996721.0,SelfDesign Learning Community (DL),ABORIGINAL,Reading,7,26,18,500.2222,2017,2018
2201,288858,SCHOOL LEVEL,BC Independent School,,Selfdesign Learning Foundation (IATHNBR:226),3996721.0,SelfDesign Learning Community (DL),NON ABORIGINAL,Reading,7,114,91,545.9121,2017,2018
2202,288859,SCHOOL LEVEL,BC Independent School,,Selfdesign Learning Foundation (IATHNBR:226),3996721.0,SelfDesign Learning Community (DL),NON ENGLISH LANGUAGE LEARNER,Reading,7,140,109,538.367,2017,2018
2203,288860,SCHOOL LEVEL,BC Independent School,,Selfdesign Learning Foundation (IATHNBR:226),3996721.0,SelfDesign Learning Community (DL),SPECIAL NEEDS NO GIFTED,Reading,7,14,10,505.6,2017,2018
2204,289184,SCHOOL LEVEL,BC Independent School,,DUNCAN CHRISTIAN SCHOOL ASSOCIATION (1979) (IATHNBR:129),7996086.0,Duncan Christian School,ALL STUDENTS,Reading,7,25,14,530.7857,2017,2018
2205,289185,SCHOOL LEVEL,BC Independent School,,DUNCAN CHRISTIAN SCHOOL ASSOCIATION (1979) (IATHNBR:129),7996086.0,Duncan Christian School,FEMALE,Reading,7,12,8,569.625,2017,2018
2206,289186,SCHOOL LEVEL,BC Independent School,,DUNCAN CHRISTIAN SCHOOL ASSOCIATION (1979) (IATHNBR:129),7996086.0,Duncan Christian School,MALE,Reading,7,13,6,479.0,2017,2018
2207,289187,SCHOOL LEVEL,BC Independent School,,DUNCAN CHRISTIAN SCHOOL ASSOCIATION (1979) (IATHNBR:129),7996086.0,Duncan Christian School,ABORIGINAL,Reading,7,14,4,486.25,2017,2018
